id,year,q01_happy,q02_satisfied_general,q03_satisfied_somerville,q04_satisfied_neighborhood,q06a_city_services,q06b_cost_housing,q06c_quality_schools,q06d_trust_police,q06e_sidewalks,q06f_events,q09_safe_at_night,q11_beauty,q10_parks,d01_gender,d02_age,d04_race,d05_num_children,d06_housing_status,d07_plan_to_move,d10_how_long_lived_here,d08_hhi,d09_is_student,d13_ward,q05_city_direction,q07_safe_crossing_street,q08_convenient,q12_housing_condition,move_why,d11_transportation_mode,d12_transportation_month,d03_language,Unnamed: 0,gender,age,hhi,ethnicity,race,f01_how_long_lived_here,f02_housing_status,f03_city_direction,f04_english,f04_spanish,f04_portuguese,f04_chinese,f04_other,f05_num_children,f06_plan_to_move,f07_is_student,f08_car,f08_walk,f08_bike,f08_public,f09_car,f09_walk,f09_bike,f09_public,f10_move_cat1,f10_move_subcat1,f10_move_cat2,f10_move_subcat2,weight
7830,2019,5.0,8.0,8.0,8.0,5.0,1.0,4.0,2.0,4.0,4.0,6.0,8.0,8.0,Female,36.0,Hispanic/Latino,Yes,Rent,Yes,3 years,"$200,000 or more",No,6.0,Wrong track,4.0,4.0,5.0,Too expensive to buy,Car,"Walk, Public transit, Car","English, Spanish",439,Female,35 to 44 Years,8.0,hispanic,,3.0,Rent,wrong,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Cost,Housing,,,22.39336404409937
7831,2019,7.0,8.0,9.0,8.0,5.0,1.0,4.0,4.0,3.0,4.0,7.0,6.0,,Female,31.0,White,No,Rent,Yes,3 years,"$75,000 to $99,999",,2.0,Not sure,9.0,8.0,5.0,"Buy a condo I can afford, Somerville'sway too expensive",Public transit,"Walk, Public transit",English,440,Female,25 to 34 Years,5.0,non-hispanic,white,3.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Cost,Housing,,,56.26772696117672
7832,2019,9.0,9.0,8.0,8.0,3.0,4.0,1.0,5.0,3.0,5.0,9.0,9.0,9.0,Female,34.0,White,No,Own,No,10 years,"$200,000 or more",No,4.0,Not sure,10.0,7.0,10.0,,Public transit,"Walk, Public transit, Car",English,441,Female,25 to 34 Years,8.0,non-hispanic,white,10.0,Own,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,45.02196139830312
7833,2019,5.0,7.0,5.0,5.0,4.0,1.0,,4.0,2.0,5.0,8.0,6.0,8.0,Female,53.0,White,No,Rent,Yes,7 years,"$100,000 to $149,999",No,3.0,Wrong track,7.0,4.0,6.0,Rent is too high. Buying is out of control,Walk,"Walk, Public transit, Car",English,442,Female,45 to 54 Years,6.0,non-hispanic,white,7.0,Rent,wrong,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,Cost,Housing,,,38.69596727986983
7834,2019,8.0,8.0,8.0,8.0,5.0,4.0,4.0,4.0,3.0,5.0,9.0,7.0,9.0,Male,47.0,White,Yes,Own,No,23 years,"$200,000 or more",No,6.0,Right direction,8.0,9.0,9.0,,Walk,"Walk, Bike, Public transit, Car",English,443,Male,45 to 54 Years,8.0,non-hispanic,white,23.0,Own,right,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,59.70073628621488
7835,2019,9.0,8.0,9.0,8.0,5.0,4.0,4.0,4.0,4.0,5.0,9.0,8.0,8.0,Female,37.0,White,No,Own,No,10 years,"$200,000 or more",No,4.0,Right direction,9.0,8.0,9.0,,Public transit,"Walk, Public transit, Car",English,444,Female,35 to 44 Years,8.0,non-hispanic,white,10.0,Own,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,22.39336404409937
7836,2019,9.0,8.0,9.0,9.0,5.0,2.0,5.0,4.0,4.0,5.0,10.0,7.0,10.0,Female,29.0,White,No,Rent,Yes,2 years,"$25,000 to $49,999",No,2.0,Right direction,10.0,7.0,7.0,From out of state,"Walk, Bike","Walk, Bike, Public transit",English,445,Female,25 to 34 Years,3.0,non-hispanic,white,2.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Other,,,,61.34702366762876
7837,2019,4.0,5.0,5.0,5.0,2.0,1.0,3.0,3.0,2.0,4.0,8.0,5.0,3.0,Male,59.0,White,No,Rent,No,26 years,,No,1.0,Wrong track,7.0,9.0,9.0,,"Walk, Public transit","Walk, Public transit",English,446,Male,55 to 64 Years,,non-hispanic,white,26.0,Rent,wrong,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,43.38558916186751
7838,2019,7.0,8.0,8.0,9.0,4.0,3.0,,4.0,4.0,4.0,8.0,8.0,8.0,Female,37.0,Asian,No,Rent,Yes,5 years,"$50,000 to 74,999",No,5.0,Not sure,8.0,8.0,7.0,Buying a condo,"Public transit, Car","Public transit, Car","English, Chinese",447,Female,35 to 44 Years,4.0,non-hispanic,asian,5.0,Rent,unsure,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Other,Housing,,,20.643659432679907
7839,2019,10.0,7.0,10.0,10.0,4.0,1.0,,3.0,3.0,5.0,9.0,7.0,7.0,Female,37.0,White,No,Rent,No,15 years,"$10,000 to $24,999",No,3.0,,6.0,6.0,8.0,,"Walk, Bike, Public transit, Car","Walk, Bike, Public transit, Car",English,448,Female,35 to 44 Years,2.0,non-hispanic,white,15.0,Rent,no_answer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,69.59629203315377
7840,2019,3.0,2.0,3.0,8.0,5.0,1.0,,3.0,4.0,4.0,9.0,6.0,9.0,Female,65.0,White,No,Rent,Yes,20 years,"$10,000 to $24,999",No,3.0,Not sure,9.0,8.0,2.0,"Too expensive, way too crowded + noisy, lack of green space/water for swimming",Walk,"Walk, Public transit, Car",English,449,Female,65 to 74 Years,2.0,non-hispanic,white,20.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,Cost,General,Atmosphere,Crowds,47.57392607399151
7841,2019,10.0,9.0,9.0,10.0,3.0,3.0,5.0,5.0,4.0,4.0,10.0,9.0,9.0,Male,39.0,,No,Rent,No,8 years,"$50,000 to 74,999",No,3.0,Right direction,9.0,8.0,8.0,,"Bike, Car","Bike, Car",Portuguese,450,Male,35 to 44 Years,4.0,,,8.0,Rent,right,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,50.687194192535415
7842,2019,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,Female,73.0,Hispanic/Latino,No,Rent,No,10 years,"$25,000 to $49,999",No,3.0,Right direction,10.0,10.0,10.0,,"Public transit, Car","Walk, Car",Spanish,451,Female,65 to 74 Years,3.0,hispanic,,10.0,Rent,right,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,16.696060354262762
7843,2019,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,Female,73.0,Hispanic/Latino,No,Rent,No,10 years,"$25,000 to $49,999",No,3.0,Right direction,10.0,10.0,10.0,,"Walk, Public transit, Car","Walk, Public transit, Car",Spanish,452,Female,65 to 74 Years,3.0,hispanic,,10.0,Rent,right,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,16.696060354262762
7844,2019,10.0,10.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,7.0,7.0,6.0,Female,,Black/African American,Yes,Rent,No,14 years,,,3.0,Right direction,7.0,8.0,5.0,,Public transit,"Walk, Public transit, Car",English,453,Female,75 Years & Over,,non-hispanic,aa,14.0,Rent,right,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,1.3503347141573343
7845,2019,8.0,8.0,8.0,8.0,5.0,5.0,4.0,4.0,1.0,5.0,5.0,8.0,8.0,Female,36.0,White,Yes,Own,No,5 years,"$200,000 or more",No,7.0,Right direction,7.0,3.0,10.0,,Public transit,"Walk, Public transit, Car",English,454,Female,35 to 44 Years,8.0,non-hispanic,white,5.0,Own,right,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,22.39336404409937
7846,2019,10.0,10.0,10.0,6.0,5.0,1.0,3.0,4.0,4.0,5.0,10.0,10.0,10.0,Male,33.0,White,No,Rent,No,1 year,"$100,000 to $149,999",No,4.0,Right direction,8.0,6.0,10.0,,Bike,"Walk, Bike, Public transit, Car",English,455,Male,25 to 34 Years,6.0,non-hispanic,white,1.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,84.10426191166913
7847,2019,7.0,7.0,9.0,9.0,2.0,1.0,,3.0,1.0,4.0,3.0,2.0,1.0,Female,,,No,Own,No,,,No,,Not sure,2.0,1.0,8.0,,"Walk, Car","Walk, Car",English,456,Female,75 Years & Over,,,,,Own,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,0.0
7848,2019,7.0,6.0,2.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,7.0,6.0,5.0,Female,53.0,,No,Rent,Yes,20 years,"$50,000 to 74,999",No,5.0,Wrong track,6.0,3.0,6.0,,Car,"Walk, Bike, Public transit, Car",English,457,Female,45 to 54 Years,4.0,,,20.0,Rent,wrong,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,No Answer,,,,27.90749691493988
7849,2019,8.0,10.0,8.0,7.0,5.0,3.0,3.0,4.0,5.0,5.0,10.0,7.0,10.0,Female,38.0,"Asian, White, Middle Eastern",Yes,Own,Yes,7 years,"$200,000 or more",No,3.0,Right direction,8.0,7.0,8.0,To have a single family home and better public schools,"Bike, Car","Walk, Bike, Car","English, Persian",458,Female,35 to 44 Years,8.0,non-hispanic,two_or_more,7.0,Own,right,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,Other,Housing,School system,,22.39336404409937
7850,2019,7.0,8.0,8.0,8.0,2.0,2.0,,4.0,3.0,,6.0,7.0,7.0,Female,33.0,White,No,Rent,Yes,3 years,"$75,000 to $99,999",No,6.0,Not sure,7.0,9.0,10.0,"Hope to buy, Somerville not in price range",Car,"Walk, Public transit, Car",English,459,Female,25 to 34 Years,5.0,non-hispanic,white,3.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Cost,Housing,,,56.26772696117672
7851,2019,9.0,,8.0,9.0,5.0,1.0,,4.0,2.0,4.0,9.0,8.0,6.0,Female,65.0,White,No,Own,No,37 years,"$25,000 to $49,999",No,6.0,Not sure,9.0,7.0,7.0,,"Walk, Public transit, Car","Walk, Public transit, Car",,460,Female,65 to 74 Years,3.0,non-hispanic,white,37.0,Own,unsure,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,16.696060354262762
7852,2019,8.0,9.0,9.0,9.0,4.0,3.0,4.0,4.0,3.0,4.0,9.0,9.0,9.0,Female,36.0,Black/African American,Yes,Rent,No,9 years,"$150,000 to 200,000",No,2.0,Right direction,7.0,5.0,4.0,,Public transit,"Walk, Bike, Public transit, Car",English,461,Female,35 to 44 Years,7.0,non-hispanic,aa,9.0,Rent,right,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,29.458334609797493
7853,2019,3.0,4.0,4.0,3.0,5.0,1.0,2.0,4.0,3.0,4.0,7.0,7.0,7.0,Female,50.0,White,Yes,Own,No,,"$100,000 to $149,999",No,3.0,Right direction,6.0,3.0,8.0,,Bike,"Walk, Bike, Public transit, Car",English,462,Female,45 to 54 Years,6.0,non-hispanic,white,,Own,right,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,38.69596727986983
7854,2019,5.0,5.0,8.0,9.0,4.0,2.0,,2.0,3.0,5.0,8.0,7.0,7.0,Male,31.0,White,No,Rent,No,5 years,"$25,000 to $49,999",No,7.0,Not sure,2.0,7.0,7.0,,"Walk, Bike, Public transit",Bike,English,463,Male,25 to 34 Years,3.0,non-hispanic,white,5.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,,91.39055842748436
7855,2019,9.0,10.0,9.0,10.0,5.0,3.0,3.0,4.0,4.0,5.0,9.0,9.0,9.0,Male,71.0,White,No,Own,No,47 years,"$75,000 to $99,999",No,6.0,Not sure,6.0,9.0,10.0,,Car,"Walk, Public transit, Car",English,464,Male,65 to 74 Years,5.0,non-hispanic,white,47.0,Own,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,41.66029840766626
7856,2019,10.0,10.0,10.0,10.0,5.0,2.0,4.0,4.0,4.0,3.0,9.0,7.0,9.0,Male,25.0,White,No,Rent,,32 months,"$150,000 to 200,000",No,2.0,Right direction,7.0,8.0,7.0,,Bike,"Walk, Bike, Public transit, Car",English,465,Male,25 to 34 Years,7.0,non-hispanic,white,2.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,82.13046672385674
7857,2019,10.0,8.0,8.0,7.0,4.0,1.0,5.0,5.0,3.0,5.0,10.0,10.0,8.0,Male,45.0,White,Yes,Own,No,10 years,"$200,000 or more",No,6.0,Not sure,8.0,10.0,10.0,,Bike,"Walk, Bike, Public transit, Car","English, Spanish",466,Male,45 to 54 Years,8.0,non-hispanic,white,10.0,Own,unsure,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,59.70073628621488
7858,2019,7.0,8.0,9.0,8.0,4.0,1.0,,4.0,4.0,3.0,8.0,8.0,7.0,Male,27.0,White,No,Rent,No,1 year,"$100,000 to $149,999",No,7.0,Right direction,9.0,8.0,8.0,,Public transit,"Walk, Public transit, Car",English,467,Male,25 to 34 Years,6.0,non-hispanic,white,1.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,84.10426191166913
7859,2019,7.0,7.0,10.0,8.0,5.0,3.0,,,5.0,5.0,10.0,9.0,9.0,Male,25.0,White,No,Rent,No,1 year,"$75,000 to $99,999",No,5.0,Right direction,10.0,10.0,8.0,,Bike,"Walk, Bike, Public transit, Car",English,468,Male,25 to 34 Years,5.0,non-hispanic,white,1.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,86.31126172103221
7860,2019,4.0,5.0,7.0,7.0,4.0,4.0,,4.0,3.0,3.0,7.0,7.0,7.0,Male,,Asian,No,,No,,,Yes,2.0,Right direction,7.0,6.0,7.0,,Walk,"Walk, Bike, Public transit, Car",,469,Male,75 Years & Over,,non-hispanic,asian,,Other,right,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,31.39386947401292
7861,2019,10.0,10.0,6.0,6.0,3.0,4.0,3.0,3.0,1.0,2.0,8.0,7.0,7.0,Female,33.0,White,No,Rent,Yes,1 month,"$75,000 to $99,999",No,4.0,Wrong track,4.0,5.0,7.0,Because,Car,Car,English,470,Female,25 to 34 Years,5.0,non-hispanic,white,0.0,Rent,wrong,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Other,,,,56.26772696117672
7862,2019,9.0,10.0,9.0,9.0,5.0,3.0,2.0,4.0,4.0,5.0,9.0,9.0,9.0,Female,35.0,White,Yes,Rent,Yes,5 years,,No,2.0,Not sure,9.0,9.0,8.0,"I do not want my child in a school system that normalizes school shootings and is dismissive of parent concerns. The school system requires young children to perform active shooter drills to the tune of ""Twinkle Twinkle Little Star"" and the mayor was dismissive toward a parent who complained about this on social media.",Walk,"Walk, Bike, Public transit",English,471,Female,35 to 44 Years,,non-hispanic,white,5.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,Political,,School system,,22.39336404409937
7863,2019,,10.0,10.0,10.0,3.0,4.0,5.0,,,4.0,10.0,10.0,10.0,Male,77.0,Black/African American,No,Rent,No,12 years,"Less than $10,000",No,3.0,Right direction,10.0,9.0,10.0,,Car,Car,Creole,472,Male,75 Years & Over,1.0,non-hispanic,aa,12.0,Rent,right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,44.935906686185945
7864,2019,6.0,6.0,6.0,7.0,4.0,2.0,3.0,4.0,4.0,4.0,8.0,7.0,7.0,Female,41.0,White,Yes,Own,No,16 years,"$200,000 or more",No,5.0,Not sure,8.0,9.0,9.0,,Walk,"Walk, Bike, Public transit, Car",English,473,Female,35 to 44 Years,8.0,non-hispanic,white,16.0,Own,unsure,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,22.39336404409937
7865,2019,6.0,7.0,8.0,9.0,3.0,2.0,,4.0,2.0,3.0,9.0,6.0,6.0,Male,56.0,White,No,Own,No,,"$200,000 or more",No,3.0,Not sure,7.0,4.0,8.0,,"Walk, Bike, Public transit, Car","Walk, Bike, Public transit, Car",English,474,Male,55 to 64 Years,8.0,non-hispanic,white,,Own,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,45.13529377328699
7866,2019,5.0,8.0,7.0,3.0,4.0,1.0,3.0,3.0,2.0,5.0,4.0,1.0,1.0,Female,64.0,White,No,Own,No,31 years,"$10,000 to $24,999",No,2.0,Not sure,3.0,1.0,8.0,,Car,"Walk, Public transit, Car",English,475,Female,55 to 64 Years,2.0,non-hispanic,white,31.0,Own,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,62.29468700248586
7867,2019,10.0,9.0,10.0,10.0,4.0,1.0,,5.0,5.0,3.0,9.0,10.0,10.0,Female,58.0,,No,Rent,No,15 years,"$50,000 to 74,999",No,3.0,Right direction,7.0,8.0,9.0,,Car,Car,English,476,Female,55 to 64 Years,4.0,,,15.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,13.342054402011996
7868,2019,9.0,9.0,9.0,9.0,5.0,1.0,5.0,4.0,3.0,5.0,10.0,8.0,10.0,Female,33.0,White,No,Rent,No,4 years,"$100,000 to $149,999",No,2.0,Right direction,10.0,9.0,9.0,,"Walk, Public transit","Walk, Public transit, Car",English,477,Female,25 to 34 Years,6.0,non-hispanic,white,4.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,54.0607271518136
7869,2019,6.0,7.0,10.0,10.0,5.0,3.0,,4.0,3.0,5.0,9.0,8.0,7.0,Female,59.0,White,No,Own,No,16 years,"$150,000 to 200,000",No,6.0,Right direction,7.0,8.0,9.0,,Car,"Walk, Public transit, Car",English,478,Female,55 to 64 Years,7.0,non-hispanic,white,16.0,Own,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,22.156729579129568
7870,2019,6.0,8.0,8.0,8.0,5.0,2.0,3.0,5.0,4.0,5.0,9.0,8.0,8.0,Female,32.0,White,Yes,Rent,Yes,3.5 years,"$200,000 or more",No,3.0,Right direction,7.0,7.0,6.0,Cost of rent vs. space,Car,"Walk, Public transit, Car",English,479,Female,25 to 34 Years,8.0,non-hispanic,white,3.0,Rent,right,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Cost,Housing,,,45.02196139830312
7871,2019,8.0,8.0,8.0,9.0,4.0,3.0,3.0,4.0,4.0,5.0,10.0,8.0,9.0,Male,48.0,White,Yes,Own,No,16 years,"$150,000 to 200,000",No,5.0,Right direction,8.0,9.0,9.0,,Car,"Walk, Public transit, Car",English,480,Male,45 to 54 Years,7.0,non-hispanic,white,16.0,Own,right,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,66.765706851913
7872,2019,7.0,7.0,6.0,7.0,3.0,2.0,2.0,4.0,1.0,3.0,6.0,6.0,4.0,Female,60.0,White,Yes,Own,No,,"$25,000 to $49,999",No,7.0,Not sure,5.0,4.0,4.0,,Car,Car,English,481,Female,55 to 64 Years,3.0,non-hispanic,white,,Own,unsure,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,31.416821282757105
7873,2019,10.0,10.0,10.0,10.0,4.0,2.0,4.0,5.0,3.0,5.0,9.0,10.0,10.0,Female,29.0,White,No,Rent,Yes,1 year,"$150,000 to 200,000",No,7.0,Right direction,8.0,8.0,9.0,Can't afford to own house in Somerville,"Bike, Public transit","Walk, Bike, Public transit, Car",English,482,Female,25 to 34 Years,7.0,non-hispanic,white,1.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,Cost,Housing,,,52.08693196400122
7874,2019,9.0,8.0,2.0,3.0,3.0,1.0,3.0,5.0,1.0,5.0,9.0,7.0,3.0,Male,50.0,,Yes,Own,No,45 years,"$200,000 or more",No,6.0,Wrong track,1.0,6.0,9.0,,Car,"Walk, Bike, Car",English,483,Male,45 to 54 Years,8.0,,,45.0,Own,wrong,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,59.70073628621488
7875,2019,4.0,4.0,6.0,6.0,2.0,1.0,,3.0,3.0,4.0,8.0,8.0,7.0,Female,24.0,White,No,Rent,No,2.5 years,"$50,000 to 74,999",No,2.0,Not sure,7.0,5.0,9.0,,"Walk, Public transit","Walk, Public transit",English,484,Female,18 to 24 Years,4.0,non-hispanic,white,2.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,201.57621258598903
7876,2019,9.0,8.0,8.0,9.0,4.0,3.0,2.0,4.0,5.0,5.0,9.0,8.0,8.0,Male,63.0,White,No,Own,No,28 years,"$150,000 to 200,000",No,5.0,Right direction,10.0,6.0,9.0,,Bike,"Walk, Bike, Public transit, Car",English,485,Male,55 to 64 Years,7.0,non-hispanic,white,28.0,Own,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,52.20026433898506
7877,2019,9.0,8.0,8.0,9.0,5.0,3.0,3.0,4.0,4.0,5.0,7.0,8.0,8.0,Female,52.0,White,Yes,Own,No,25 years,"$100,000 to $149,999",No,5.0,Right direction,7.0,7.0,8.0,,Car,"Walk, Public transit, Car",English,486,Female,45 to 54 Years,6.0,non-hispanic,white,25.0,Own,right,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,38.69596727986983
7878,2019,6.0,5.0,9.0,9.0,4.0,3.0,3.0,3.0,3.0,4.0,8.0,7.0,7.0,Female,48.0,White,No,Own,Yes,19 years,"$200,000 or more",No,2.0,Right direction,5.0,4.0,9.0,Relocation due to divorce,Bike,"Walk, Bike, Public transit",English,487,Female,45 to 54 Years,8.0,non-hispanic,white,19.0,Own,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,Family / Relationship,,,,29.65720152635937
7879,2019,10.0,10.0,10.0,9.0,4.0,4.0,2.0,5.0,5.0,5.0,10.0,10.0,9.0,Male,65.0,Asian,No,Own,No,18 years,"$100,000 to $149,999",No,1.0,Right direction,10.0,10.0,9.0,,Car,Car,Mandarin,488,Male,65 to 74 Years,6.0,non-hispanic,asian,18.0,Own,right,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,39.45329859830315
7880,2019,9.0,10.0,10.0,10.0,5.0,3.0,5.0,5.0,5.0,4.0,8.0,10.0,10.0,Female,68.0,White,No,Own,No,46 years,"$50,000 to 74,999",No,7.0,Right direction,8.0,10.0,10.0,,"Walk, Car","Walk, Car",Portuguese,489,Female,65 to 74 Years,4.0,non-hispanic,white,46.0,Own,right,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,0.0
7881,2019,7.0,7.0,9.0,9.0,4.0,3.0,3.0,5.0,3.0,5.0,,,,,,,,,,,,,3.0,Right direction,10.0,8.0,,,,,,490,,75 Years & Over,,,,,Other,right,,,,,,,,,,,,,,,,,,,,,0.0
7882,2019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Female,74.0,"White, American999US Citizen",No,Own,Yes,,,No,4.0,Wrong track,1.0,1.0,1.0,"Too crowded, too many bicycles, very unsafe999too much traffic",Car,Car,English,491,Female,65 to 74 Years,,non-hispanic,white,,Own,wrong,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Atmosphere,Crowds,Atmosphere,Traffic / bikes,0.3709980849371348
7883,2019,7.0,8.0,7.0,8.0,4.0,2.0,3.0,4.0,3.0,5.0,7.0,7.0,8.0,,30.0,White,No,Rent,Yes,7 years,"$150,000 to 200,000",No,6.0,Not sure,2.0,6.0,7.0,More space,Walk,"Walk, Public transit, Car",English,492,,25 to 34 Years,7.0,non-hispanic,white,7.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,Atmosphere,Space,,,82.13046672385674
